EntityNumber,TypeOfAddress,CountryNL,CountryFR,Zipcode,MunicipalityNL,MunicipalityFR,StreetNL,StreetFR,HouseNumber,Box,ExtraAddressInfo,DateStrikingOff
0211.204.929,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,163,,,
0211.206.117,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,18,,,
0211.207.701,REGO,,,2060,Antwerpen,Antwerpen,Sint-Norbertusstraat,Sint-Norbertusstraat,1,,,
0211.211.461,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,39,,,
0211.225.814,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,38,,,
0400.088.970,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,5,,,
0400.113.815,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,38,,,
0400.424.809,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,4,31,,
0403.812.681,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,76-78,,,
0404.279.568,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,173,,,
0404.500.688,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,70,,,
0404.502.569,REGO,,,2060,Antwerpen,Antwerpen,Violierstraat,Violierstraat,15,,,
0404.514.348,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,5,,,
0404.519.593,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,19,,,
0404.535.827,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,26,,,
0404.545.725,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,136-138,,,
0404.546.814,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,23,,,
0404.555.920,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,8,,,
0404.561.561,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,16,,,
0404.562.848,REGO,,,2060,Antwerpen,Antwerpen,Meetingstraat,Meetingstraat,23,,,
0404.573.637,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,342,,,
0404.584.723,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,23,,,
0404.595.809,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,38,,,
0404.602.440,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,63,,,
0404.605.014,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,15,,,
0404.612.437,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,108,,,
0404.617.682,REGO,,,2060,Antwerpen,Antwerpen,Sint-Elisabethstraat,Sint-Elisabethstraat,69,,Sint-Elisabethstraat 69 (71,
0404.633.619,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,7,,,
0404.640.844,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,12,,,
0404.642.230,REGO,,,2060,Antwerpen,Antwerpen,Schijnpoortweg,Schijnpoortweg,17,,,
0404.656.977,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,17,,,
0404.661.432,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,12,,,
0404.668.162,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,53,,,
0404.675.783,REGO,,,2060,Antwerpen,Antwerpen,Vlagstraat,Vlagstraat,43,,,
0404.687.562,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,89-91,,,
0404.719.137,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,5,,,24-03-2023
0404.729.035,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,9,5,,
0404.737.547,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jobstraat,Sint-Jobstraat,23,,,
0404.741.012,REGO,,,2060,Antwerpen,Antwerpen,Lange Slachterijstraat,Lange Slachterijstraat,49,,,
0404.741.606,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,33,,,
0404.749.227,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,81,,,
0404.751.801,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,73,,,
0404.757.343,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,135,,,
0404.769.023,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,9,,,
0404.776.149,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,32,,,
0404.778.426,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0404.788.126,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,8,,,
0404.795.252,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0404.795.351,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,19,,,
0404.805.051,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0404.805.843,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,205,,,
0404.815.741,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,8,,,
0404.842.663,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,106A,,,
0404.851.472,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,138,,,
0404.859.390,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,139,,,
0404.871.862,REGO,,,2060,Antwerpen,Antwerpen,Noordschippersdok,Noordschippersdok,13,,,
0404.872.555,REGO,,,2060,Antwerpen,Antwerpen,Pothoekstraat,Pothoekstraat,6,,,
0404.880.275,REGO,,,2060,Antwerpen,Antwerpen,Essenstraat,Essenstraat,22-24,,,
0404.910.662,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,17,,,
0404.911.256,REGO,,,2060,Antwerpen,Antwerpen,Noorderlaan,Noorderlaan,18,,,
0404.932.933,REGO,,,2060,Antwerpen,Antwerpen,Nachtegaalstraat,Nachtegaalstraat,27,,,
0404.941.346,REGO,,,2060,Antwerpen,Antwerpen,Congresstraat,Congresstraat,37,2,,
0404.944.118,REGO,,,2060,Antwerpen,Antwerpen,Schaafstraat,Schaafstraat,12,,,
0404.944.712,REGO,,,2060,Antwerpen,Antwerpen,Merksemsestraat,Merksemsestraat,25/29,,,
0404.955.303,REGO,,,2060,Antwerpen,Antwerpen,Merksemsestraat,Merksemsestraat,25-29,,,
0404.982.918,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,151,,,
0405.801.181,REGO,,,2060,Antwerpen,Antwerpen,Van Helmontstraat,Van Helmontstraat,30,,,
0405.804.448,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,8,,,
0406.317.855,REGO,,,2060,Antwerpen,Antwerpen,Sint-Elisabethstraat,Sint-Elisabethstraat,59,,,
0406.371.503,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0406.381.894,REGO,,,2060,Antwerpen,Antwerpen,Slachthuislaan,Slachthuislaan,21,A,,
0406.612.815,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,5,,,
0406.636.470,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,39,,,
0406.836.410,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,48,,,
0406.845.021,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,93,,,
0406.996.063,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,49,,,
0407.617.853,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,89-91,,,
0408.015.850,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,12,2,,
0408.034.260,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,23,,,
0408.144.920,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,22,,,
0408.189.757,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,5,,,
0408.280.027,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,24,,,
0408.395.833,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,91,,,14-04-2016
0408.449.479,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,6,,,
0408.469.968,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,124,,,
0408.508.669,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,74,,,
0408.510.847,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,169,,,
0408.609.530,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,37,,,04-10-2024
0408.700.986,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,54-56,,,
0408.861.136,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,139,,,
0409.524.991,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,165,,,
0409.533.703,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,21,,,
0409.533.901,REGO,,,2060,Antwerpen,Antwerpen,Lange Kongostraat,Lange Kongostraat,21,,,
0409.551.420,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,56,,,
0409.650.497,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,31-33,,,
0409.784.715,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,81,,,
0409.823.911,REGO,,,2060,Antwerpen,Antwerpen,Van Schoonhovenstraat,Van Schoonhovenstraat,3,,,
0409.824.307,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,8,,,
0409.887.257,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,33,,,
0409.930.710,REGO,,,2060,Antwerpen,Antwerpen,Pastorijstraat,Pastorijstraat,41,,,
0409.930.809,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,12,,,
0409.933.282,REGO,,,2060,Antwerpen,Antwerpen,Congresstraat,Congresstraat,40,,,
0410.001.380,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,6,,,
0410.008.607,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,66,,,
0410.023.849,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,33,,,
0410.042.358,REGO,,,2060,Antwerpen,Antwerpen,Jan Palfijnstraat,Jan Palfijnstraat,27,,,
0410.236.061,REGO,,,2060,Antwerpen,Antwerpen,Brugstraat,Brugstraat,8,,,
0410.340.781,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,24,,,
0410.407.790,REGO,,,2060,Antwerpen,Antwerpen,Alfons Engelsstraat,Alfons Engelsstraat,2,,,
0410.425.014,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,24,,,
0410.467.574,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,39,,,
0410.534.880,REGO,,,2060,Antwerpen,Antwerpen,Noordschippersdok,Noordschippersdok,5,,,
0410.546.560,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,52,,,
0410.556.260,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,150,,,
0410.591.892,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,4,,,
0410.680.677,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,17,,,
0410.704.631,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,226,,,
0410.726.308,REGO,,,2060,Antwerpen,Antwerpen,Violierstraat,Violierstraat,13,GV,,
0410.901.896,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,33,,,
0410.935.550,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,32,,,
0410.939.807,REGO,,,2060,Antwerpen,Antwerpen,Onderwijsstraat,Onderwijsstraat,69,,,
0410.943.270,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,19,,,
0410.971.380,REGO,,,2060,Antwerpen,Antwerpen,Korte Van Bloerstraat,Korte Van Bloerstraat,3,,,
0410.979.102,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,19,,,
0410.985.436,REGO,,,2060,Antwerpen,Antwerpen,Schoolstraat,Schoolstraat,2,,,
0410.986.822,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,-,37,LOKAAL DRIE K,
0411.009.982,REGO,,,2060,Antwerpen,Antwerpen,Geraniumstraat,Geraniumstraat,20,,,
0411.010.279,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,2,,,
0411.048.584,REGO,,,2060,Antwerpen,Antwerpen,Meetingstraat,Meetingstraat,13,,,
0411.098.470,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,18-20,,,
0411.556.845,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,112,,,
0411.805.184,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,17,,,
0411.970.777,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,11,,,
0412.127.165,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,27,14,,
0412.417.175,REGO,,,2060,Antwerpen,Antwerpen,Lange Van Bloerstraat,Lange Van Bloerstraat,90,,,
0412.435.783,REGO,,,2060,Antwerpen,Antwerpen,Lange Zavelstraat,Lange Zavelstraat,54,,,
0412.581.877,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,10-12,,,
0412.714.610,REGO,,,2060,Antwerpen,Antwerpen,Lange Winkelhaakstraat,Lange Winkelhaakstraat,26,,,
0412.855.358,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,31,,,
0413.037.381,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,151,,,
0413.162.293,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,50,3.1,,
0413.209.805,REGO,,,2060,Antwerpen,Antwerpen,Van Helmontstraat,Van Helmontstraat,29,,,
0413.250.484,REGO,,,2060,Antwerpen,Antwerpen,Korte Kongostraat,Korte Kongostraat,28,,,
0413.275.032,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,19,,,
0413.287.504,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,40,,,
0413.656.894,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,54-56,,,
0413.751.025,REGO,,,2060,Antwerpen,Antwerpen,Bredastraat,Bredastraat,105,,,
0413.808.829,REGO,,,2060,Antwerpen,Antwerpen,Viaduct-Dam,Viaduct-Dam,13,,,
0413.987.288,REGO,,,2060,Antwerpen,Antwerpen,Meetingstraat,Meetingstraat,13,,,
0414.078.350,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,SN,,,
0414.079.340,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,11,,,
0414.299.965,REGO,,,2060,Antwerpen,Antwerpen,Pothoekstraat,Pothoekstraat,39,,,
0414.306.301,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,23,,,
0414.321.840,REGO,,,2060,Antwerpen,Antwerpen,Offerandestraat,Offerandestraat,52,,,
0414.420.028,REGO,,,2060,Antwerpen,Antwerpen,Lange Slachterijstraat,Lange Slachterijstraat,51-59,,,
0414.446.752,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,12,,,
0414.572.753,REGO,,,2060,Antwerpen,Antwerpen,Klappeistraat,Klappeistraat,2,,,
0414.734.782,REGO,,,2060,Antwerpen,Antwerpen,Van Maerlantstraat,Van Maerlantstraat,7,,,
0414.813.669,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,80,,,
0415.050.033,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,120,,,
0415.188.209,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,153,,,
0415.345.981,REGO,,,2060,Antwerpen,Antwerpen,Schoolstraat,Schoolstraat,35,,,
0415.500.290,REGO,,,2060,Antwerpen,Antwerpen,Veldstraat,Veldstraat,13,,,
0415.598.874,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,8,,,
0415.615.603,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0415.799.408,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,36,,,
0415.836.822,REGO,,,2060,Antwerpen,Antwerpen,Lange Winkelhaakstraat,Lange Winkelhaakstraat,15,,,
0416.005.284,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,11,,,
0416.289.752,REGO,,,2060,Antwerpen,Antwerpen,Kerkstraat,Kerkstraat,33,,,
0416.594.016,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,19,,,
0416.639.348,REGO,,,2060,Antwerpen,Antwerpen,Schijnpoortweg,Schijnpoortweg,14,,,
0416.737.536,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,129,,,
0416.747.236,REGO,,,2060,Antwerpen,Antwerpen,Noordschippersdok,Noordschippersdok,1,,,
0416.867.990,REGO,,,2060,Antwerpen,Antwerpen,Van Stralenstraat,Van Stralenstraat,49-53,5,,
0417.000.129,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,38,,,
0417.042.887,REGO,,,2060,Antwerpen,Antwerpen,Marnixstraat,Marnixstraat,45,,,
0417.068.128,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,17,,,
0417.267.670,REGO,,,2060,Antwerpen,Antwerpen,Noorderlaan,Noorderlaan,50,,,
0417.371.402,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0417.388.624,REGO,,,2060,Antwerpen,Antwerpen,Korte Dijkstraat,Korte Dijkstraat,15,,,
0417.768.508,REGO,,,2060,Antwerpen,Antwerpen,Kersbeekstraat,Kersbeekstraat,13,,,
0417.915.194,REGO,,,2060,Antwerpen,Antwerpen,Vlagstraat,Vlagstraat,101,,,
0418.716.039,REGO,,,2060,Antwerpen,Antwerpen,Van Urselstraat,Van Urselstraat,11,,,
0418.945.374,REGO,,,2060,Antwerpen,Antwerpen,Olijftakstraat,Olijftakstraat,35,,,
0419.026.241,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,10,,,
0419.028.122,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,169,,,
0419.148.678,REGO,,,2060,Antwerpen,Antwerpen,Oudesteenweg,Oudesteenweg,33,,,
0419.218.162,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,30-32,,,
0419.382.963,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,57,,,
0419.425.129,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,9-11,,,
0419.461.157,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,12-14,,,
0419.749.682,REGO,,,2060,Antwerpen,Antwerpen,Van Arteveldestraat,Van Arteveldestraat,58,,,
0420.095.518,REGO,,,2060,Antwerpen,Antwerpen,Willem Linnigstraat,Willem Linnigstraat,25,,,
0420.180.442,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,16,,,
0420.275.462,REGO,,,2060,Antwerpen,Antwerpen,Dambruggestraat,Dambruggestraat,56,,,
0420.405.225,REGO,,,2060,Antwerpen,Antwerpen,Osystraat,Osystraat,39,,,
0420.456.297,REGO,,,2060,Antwerpen,Antwerpen,Everaertsstraat,Everaertsstraat,101,,,
0420.458.475,REGO,,,2060,Antwerpen,Antwerpen,Duinstraat,Duinstraat,74,,,
0420.472.531,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,169,,,
0420.516.081,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0420.624.959,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0420.799.361,REGO,,,2060,Antwerpen,Antwerpen,Slachthuislaan,Slachthuislaan,21,,,
0420.909.229,REGO,,,2060,Antwerpen,Antwerpen,Delinstraat,Delinstraat,14,,,05-12-2013
0421.039.287,REGO,,,2060,Antwerpen,Antwerpen,Lobroekdok,Lobroekdok,1L,,,
0421.613.171,REGO,,,2060,Antwerpen,Antwerpen,Pesthofstraat,Pesthofstraat,23,,,
0421.705.025,REGO,,,2060,Antwerpen,Antwerpen,Klamperstraat,Klamperstraat,5,,,
0421.722.346,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,110,,ATLASGEBOUW,
0421.794.107,REGO,,,2060,Antwerpen,Antwerpen,Somméstraat,Somméstraat,13,,,
0422.346.017,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,20-23,,,
0422.612.172,REGO,,,2060,Antwerpen,Antwerpen,Lange Scholiersstraat,Lange Scholiersstraat,94,,,
0422.658.197,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,68,,,
0422.658.890,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,93,,,
0422.785.386,REGO,,,2060,Antwerpen,Antwerpen,Van Aerdtstraat,Van Aerdtstraat,33,,,
0422.788.653,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,68,,,
0423.055.897,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,54,2,,
0423.134.487,REGO,,,2060,Antwerpen,Antwerpen,Vondelstraat,Vondelstraat,27,,,
0423.163.191,REGO,,,2060,Antwerpen,Antwerpen,Handelstraat,Handelstraat,85,,,
0423.306.218,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,38,,,
0423.435.682,REGO,,,2060,Antwerpen,Antwerpen,Muizenstraat,Muizenstraat,1,,,
0423.569.702,REGO,,,2060,Antwerpen,Antwerpen,Selderstraat,Selderstraat,68,,,21-11-2023
0424.013.724,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,40BC,,,
0424.033.223,REGO,,,2060,Antwerpen,Antwerpen,Lange Dijkstraat,Lange Dijkstraat,22,,,
0424.045.495,REGO,,,2060,Antwerpen,Antwerpen,Lange Lobroekstraat,Lange Lobroekstraat,177,,,
0424.224.550,REGO,,,2060,Antwerpen,Antwerpen,Diepestraat,Diepestraat,34,1,,
0424.389.252,REGO,,,2060,Antwerpen,Antwerpen,Selderstraat,Selderstraat,68,,,08-11-2023
0424.490.311,REGO,,,2060,Antwerpen,Antwerpen,Bisschopstraat,Bisschopstraat,67,,,
0424.502.979,REGO,,,2060,Antwerpen,Antwerpen,Touwstraat,Touwstraat,15,1,,
0424.601.167,REGO,,,2060,Antwerpen,Antwerpen,Wetstraat,Wetstraat,62,,,
0424.666.493,REGO,,,2060,Antwerpen,Antwerpen,Lange Beeldekensstraat,Lange Beeldekensstraat,57,,,
0424.778.044,REGO,,,2060,Antwerpen,Antwerpen,Van Kerckhovenstraat,Van Kerckhovenstraat,87-89,,,
0424.870.292,REGO,,,2060,Antwerpen,Antwerpen,Hardenvoort,Hardenvoort,16,,,
0425.069.935,REGO,,,2060,Antwerpen,Antwerpen,Duboisstraat,Duboisstraat,50,,unit 1.3,
0425.077.952,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,9-11,,,
0425.110.022,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,16-18,,,
0425.156.938,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,8,,,
0425.307.782,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,15,,,
0425.405.178,REGO,,,2060,Antwerpen,Antwerpen,De Coninckplein,De Coninckplein,25,,,
0425.451.106,REGO,,,2060,Antwerpen,Antwerpen,Nikkelstraat,Nikkelstraat,54,,,
0425.468.823,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,37,,,
0425.498.616,REGO,,,2060,Antwerpen,Antwerpen,Damplein,Damplein,23,,,
0425.500.396,REGO,,,2060,Antwerpen,Antwerpen,Gasstraat,Gasstraat,12-14,,,
0425.591.359,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,10,,,
0425.685.488,REGO,,,2060,Antwerpen,Antwerpen,Tulpstraat,Tulpstraat,15,,,
0425.873.748,REGO,,,2060,Antwerpen,Antwerpen,Van Wesenbekestraat,Van Wesenbekestraat,30-32,,,
0425.922.248,REGO,,,2060,Antwerpen,Antwerpen,Carnotstraat,Carnotstraat,134,,,
0426.063.392,REGO,,,2060,Antwerpen,Antwerpen,Sint-Jansplein,Sint-Jansplein,8-9,,,
0426.391.808,REGO,,,2060,Antwerpen,Antwerpen,Van de Wervestraat,Van de Wervestraat,2A,BO.1,,
0426.742.194,REGO,,,2060,Antwerpen,Antwerpen,Cassiersstraat,Cassiersstraat,5,,,
0426.929.860,REGO,,,2060,Antwerpen,Antwerpen,Franklin Rooseveltplaats,Franklin Rooseveltplaats,12,,,
0427.149.594,REGO,,,2060,Antwerpen,Antwerpen,IJzerlaan,IJzerlaan,205,,,
0427.165.729,REGO,,,2060,Antwerpen,Antwerpen,De Waghemakerestraat,De Waghemakerestraat,38,,,
0427.330.728,REGO,,,2060,Antwerpen,Antwerpen,Gemeentestraat,Gemeentestraat,23,,,
0427.903.424,REGO,,,2060,Antwerpen,Antwerpen,Slachthuislaan,Slachthuislaan,80,,,
0428.364.272,REGO,,,2060,Antwerpen,Antwerpen,Lange Stuivenbergstraat,Lange Stuivenbergstraat,7,,,
